sample_idx,group_id,formula,N,arity,reference_native:reconstructed,reference_native:novel,reference_native:unique_representative,reference_native:novel_unique,reference_native:terminal_verified,reference_native:strict_stable,reference_native:meta_stable,reference_native:strict_sun,reference_native:meta_sun,reference_native:verified_strict_sun,reference_native:verified_meta_sun,reference_native:terminal_status,reference_native:official_hull_status,reference_native:e_above_hull_eV_atom,reference_tau:reconstructed,reference_tau:novel,reference_tau:unique_representative,reference_tau:novel_unique,reference_tau:terminal_verified,reference_tau:strict_stable,reference_tau:meta_stable,reference_tau:strict_sun,reference_tau:meta_sun,reference_tau:verified_strict_sun,reference_tau:verified_meta_sun,reference_tau:terminal_status,reference_tau:official_hull_status,reference_tau:e_above_hull_eV_atom,k4_native:reconstructed,k4_native:novel,k4_native:unique_representative,k4_native:novel_unique,k4_native:terminal_verified,k4_native:strict_stable,k4_native:meta_stable,k4_native:strict_sun,k4_native:meta_sun,k4_native:verified_strict_sun,k4_native:verified_meta_sun,k4_native:terminal_status,k4_native:official_hull_status,k4_native:e_above_hull_eV_atom,k4_tau:reconstructed,k4_tau:novel,k4_tau:unique_representative,k4_tau:novel_unique,k4_tau:terminal_verified,k4_tau:strict_stable,k4_tau:meta_stable,k4_tau:strict_sun,k4_tau:meta_sun,k4_tau:verified_strict_sun,k4_tau:verified_meta_sun,k4_tau:terminal_status,k4_tau:official_hull_status,k4_tau:e_above_hull_eV_atom,k8_native:reconstructed,k8_native:novel,k8_native:unique_representative,k8_native:novel_unique,k8_native:terminal_verified,k8_native:strict_stable,k8_native:meta_stable,k8_native:strict_sun,k8_native:meta_sun,k8_native:verified_strict_sun,k8_native:verified_meta_sun,k8_native:terminal_status,k8_native:official_hull_status,k8_native:e_above_hull_eV_atom,k8_tau:reconstructed,k8_tau:novel,k8_tau:unique_representative,k8_tau:novel_unique,k8_tau:terminal_verified,k8_tau:strict_stable,k8_tau:meta_stable,k8_tau:strict_sun,k8_tau:meta_sun,k8_tau:verified_strict_sun,k8_tau:verified_meta_sun,k8_tau:terminal_status,k8_tau:official_hull_status,k8_tau:e_above_hull_eV_atom,g_native:reconstructed,g_native:novel,g_native:unique_representative,g_native:novel_unique,g_native:terminal_verified,g_native:strict_stable,g_native:meta_stable,g_native:strict_sun,g_native:meta_sun,g_native:verified_strict_sun,g_native:verified_meta_sun,g_native:terminal_status,g_native:official_hull_status,g_native:e_above_hull_eV_atom,g_tau:reconstructed,g_tau:novel,g_tau:unique_representative,g_tau:novel_unique,g_tau:terminal_verified,g_tau:strict_stable,g_tau:meta_stable,g_tau:strict_sun,g_tau:meta_sun,g_tau:verified_strict_sun,g_tau:verified_meta_sun,g_tau:terminal_status,g_tau:official_hull_status,g_tau:e_above_hull_eV_atom
165,eval:165,Sr4In2Th2,8,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.5038297895260437,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.301280570394574,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.8373010877438172,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2313183072872742,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.8757000688381775,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.23105127847868046,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.6425297979183777,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.21731312311369022
166,eval:166,S4Sc2W,7,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.614892353213409,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.32285009781179763,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,11.905497421420197,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.3644684449797664,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,11.909648765719513,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.4171460763579402,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.34952389160452224,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.20361792007742263
167,eval:167,CdErHg2,4,3,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.017966430106201248,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.006717245497741775,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.017966072478332595,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.00668899289611824,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.017966310896911697,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.006688873686828689,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,9.461285273947754,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0066739725256348414
168,eval:168,AlGaSm2,4,3,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.033180529404297054,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.03277378730834979,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.03318005256713885,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.03276377372802752,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03521376304687518,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0327752178198244,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.030814463425293148,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.005695527266845524
169,eval:169,P4Co2Br10Hg2,18,4,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,8.761337117464734,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14723022392530538,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.9728599350764284,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.14384229591627218,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.687817887575818,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1464536946131716,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.19721301010389425
170,eval:170,AlMnRu2,4,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.187929048107911,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.020923509167481313,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.18793477015380944,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.020923509167481313,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.18795193629150475,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.02092446284179772,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0908373733032235,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.0209216018188485
171,eval:171,F3RbAu,5,3,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1485110869907622,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.13229242472879932,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.646444713165689,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.132383262207437,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.148510610153604,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1323825469516997,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14291325717203662,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1324423900150542
172,eval:172,O6FeBa2Os,10,4,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.9163315873850095,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.02754181807153344,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.1578567605722654,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.02765625898950219,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,3.407140074323486,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.02695721571557641,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08928423936254859,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.027646245409179926
173,eval:173,LiYAu2,4,3,True,True,False,False,False,True,True,False,False,False,False,not_converged,known,-0.023679341186930714,True,False,False,False,False,True,True,False,False,False,False,not_converged,known,-0.00869759451334673,True,True,False,False,False,True,True,False,False,False,False,not_converged,known,-0.02368029486124712,True,False,False,False,False,True,True,False,False,False,False,not_converged,known,-0.008737648834635792,True,True,False,False,False,True,True,False,False,False,False,not_converged,known,-0.023679818024088917,True,False,False,False,False,True,True,False,False,False,False,not_converged,known,-0.008697117676188526,True,True,True,True,False,False,True,False,True,False,False,invalid_terminal,known,0.029822264800618115,True,False,False,False,False,True,True,False,False,False,False,not_converged,known,-0.00874956976359087
174,eval:174,Cl6K2AgSb,10,4,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,2.5697268424063706,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.0019375262290024509,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.043895381453611826,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.0021509108572983493,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1252361712485337,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.0022221980124497165,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.6157652316123032,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0302194533377671
175,eval:175,Sb2,2,1,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,6.912745575174561,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.06082687781738283,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.053698639139404314,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.06082687781738283,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.053698639139404314,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.06082735465454103,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.06955347464965822,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.06700621055053713
176,eval:176,F12Na4Fe4,20,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.2047456246533201,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.02917895137451154,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.3117369156994627,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.029084537617187323,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.22925123988769514,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03041157542846662,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06650004207275373
177,eval:177,Cu2Ga4Sm4,10,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,5.991702738857991,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06686038122249283,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.6328284178741042,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.05191058263850845,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2894174490935866,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.06046790227962173,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,6.176760855770833,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.05276602850032486
178,eval:178,Pr12Pt4,16,2,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.266771259979656,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.015256348328044567,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.991324845032146,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.01522630758707777,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.154495182709148,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.06663888998453871,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.014766636566569957
179,eval:179,Mg4Nd2,6,2,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.33352703023437513,True,False,True,False,False,True,True,False,False,False,False,not_converged,known,-0.003943024392089711,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.710233868842163,True,False,True,False,False,True,True,False,False,False,False,not_converged,known,-0.003984747643432485,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.2734417336035158,True,False,True,False,False,True,True,False,False,False,False,not_converged,known,-0.003996430153808461,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.05539840627197279
180,eval:180,Na2K2As2,6,3,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.046732594081048795,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.17247765214074118,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.13017957360375387,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1364413991652773,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.19360463769066794,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.13653700501549704,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,5.284455467768793,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.15655629784691794
