sample_idx,group_id,formula,N,arity,reference_native:reconstructed,reference_native:novel,reference_native:unique_representative,reference_native:novel_unique,reference_native:terminal_verified,reference_native:strict_stable,reference_native:meta_stable,reference_native:strict_sun,reference_native:meta_sun,reference_native:verified_strict_sun,reference_native:verified_meta_sun,reference_native:terminal_status,reference_native:official_hull_status,reference_native:e_above_hull_eV_atom,reference_tau:reconstructed,reference_tau:novel,reference_tau:unique_representative,reference_tau:novel_unique,reference_tau:terminal_verified,reference_tau:strict_stable,reference_tau:meta_stable,reference_tau:strict_sun,reference_tau:meta_sun,reference_tau:verified_strict_sun,reference_tau:verified_meta_sun,reference_tau:terminal_status,reference_tau:official_hull_status,reference_tau:e_above_hull_eV_atom,k4_native:reconstructed,k4_native:novel,k4_native:unique_representative,k4_native:novel_unique,k4_native:terminal_verified,k4_native:strict_stable,k4_native:meta_stable,k4_native:strict_sun,k4_native:meta_sun,k4_native:verified_strict_sun,k4_native:verified_meta_sun,k4_native:terminal_status,k4_native:official_hull_status,k4_native:e_above_hull_eV_atom,k4_tau:reconstructed,k4_tau:novel,k4_tau:unique_representative,k4_tau:novel_unique,k4_tau:terminal_verified,k4_tau:strict_stable,k4_tau:meta_stable,k4_tau:strict_sun,k4_tau:meta_sun,k4_tau:verified_strict_sun,k4_tau:verified_meta_sun,k4_tau:terminal_status,k4_tau:official_hull_status,k4_tau:e_above_hull_eV_atom,k8_native:reconstructed,k8_native:novel,k8_native:unique_representative,k8_native:novel_unique,k8_native:terminal_verified,k8_native:strict_stable,k8_native:meta_stable,k8_native:strict_sun,k8_native:meta_sun,k8_native:verified_strict_sun,k8_native:verified_meta_sun,k8_native:terminal_status,k8_native:official_hull_status,k8_native:e_above_hull_eV_atom,k8_tau:reconstructed,k8_tau:novel,k8_tau:unique_representative,k8_tau:novel_unique,k8_tau:terminal_verified,k8_tau:strict_stable,k8_tau:meta_stable,k8_tau:strict_sun,k8_tau:meta_sun,k8_tau:verified_strict_sun,k8_tau:verified_meta_sun,k8_tau:terminal_status,k8_tau:official_hull_status,k8_tau:e_above_hull_eV_atom,g_native:reconstructed,g_native:novel,g_native:unique_representative,g_native:novel_unique,g_native:terminal_verified,g_native:strict_stable,g_native:meta_stable,g_native:strict_sun,g_native:meta_sun,g_native:verified_strict_sun,g_native:verified_meta_sun,g_native:terminal_status,g_native:official_hull_status,g_native:e_above_hull_eV_atom,g_tau:reconstructed,g_tau:novel,g_tau:unique_representative,g_tau:novel_unique,g_tau:terminal_verified,g_tau:strict_stable,g_tau:meta_stable,g_tau:strict_sun,g_tau:meta_sun,g_tau:verified_strict_sun,g_tau:verified_meta_sun,g_tau:terminal_status,g_tau:official_hull_status,g_tau:e_above_hull_eV_atom
201,eval:201,Ho3Ir,4,2,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.7605978538598634,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2606340934838869,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.7605978538598634,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2606364776696779,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.760596900185547,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.26067700882812517,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0699936439599611,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2606636573876955
202,eval:202,AlNiRh5,7,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.4221581804949066,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2555145609575531,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,9.756181179304722,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2752489435869476,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.21410840632498473,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2728361475664398,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,7.514181076307895,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2523455012041351
203,eval:203,Mg4Pb2,6,2,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.030209930151163356,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.006341607778726832,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.0433196141416419,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.014341981619058863,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.015094192236124293,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.006624133794962184,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04125943919962527,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.04647198459452273
204,eval:204,Pd3Gd,4,2,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.5149399382470712,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.027978573500977433,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.5506087881921395,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.02798143452392665,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.5150171858667001,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.027997646987305558,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.20526186054931728,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.02798429554687587
205,eval:205,O12Mn2Fe2Sr4,20,4,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.5728949412944342,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08675564380908263,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.7757476672771,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.10856999012255919,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.20830572696948302,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.030286680186035753,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.1118792400004889,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03988398166919005
206,eval:206,Co2Ga10Dy6,18,3,False,False,False,False,False,False,False,False,False,False,False,generation_failure,input_not_reconstructed,,False,False,False,False,False,False,False,False,False,False,False,generation_failure,input_not_reconstructed,,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1520538304191117,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0351114247184281,False,False,False,False,False,False,False,False,False,False,False,generation_failure,input_not_reconstructed,,False,False,False,False,False,False,False,False,False,False,False,generation_failure,input_not_reconstructed,,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09695100525431677
207,eval:207,O7NaK3Nb2,13,4,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.4158582192814446,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.02619939027666085,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,8.69306511701704,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.00750737367509835,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.032410671099414756,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.0399241942012214,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.1992935639774895,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0027017098820305563
208,eval:208,S8Ag4W2,14,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,8.019288934788296,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.060742296299526544,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.235475219807217,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14759246262032732,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.0034422055097316,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09551898392159686,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.6454643383832668,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.13918820770699725
209,eval:209,O12Sm4Lu4,20,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.199962897184081,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04559831130761616,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,9.139866633298583,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.04585008132714741,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.540746016385741,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04563073623437397,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.578401846769042,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.24535111892480366
210,eval:210,O6As2Ag2,10,3,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.19325024884863318,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1551986436240238,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.062340329109863646,True,False,True,False,False,True,True,False,False,False,False,not_converged,known,-0.005979468406005495,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.8053308228842777,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.05394561093969763,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.5686946610800785,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.10186726850195349
211,eval:211,CuGaPr2Pt2,6,4,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,12.170907722059734,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03877137715006551,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.1288826327958175,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.02834199482584676,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,11.042203651014812,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.02905582005167684,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08969567829752645,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03902028614664754
212,eval:212,O8Nb4,12,2,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,7.373631793708903,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.12044795200358038,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.1885393445206702,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09750540897379523,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,2.252316314430338,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.055000144691568664,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.4567192380143226,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14146502658854132
213,eval:213,Ca4As2Sb2,8,3,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.07053809855346671,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.008852536419677648,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.05526595805053702,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.01412921641235343,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.19741874430541984,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.01863818858032218,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.02385097239379874,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2568631717956542
214,eval:214,NaSb4Tm,6,3,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.02051644762573268,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.05072683850707982,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.01994424303588893,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.02841276685180638,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.020515970788574478,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.005201764501952866,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07216887911376979,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04729562243042018
215,eval:215,LiAg2Cd,4,3,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.031598184468994095,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.01187792026733403,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03159627712036128,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.01187935077880864,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.031596753957519486,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.011879827615966843,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03184113300109859,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.011888887521972702
216,eval:216,Li6F8Cs2,16,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.3421758381597897,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.058515664743651996,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,5.826778527902832,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.033315774606933246,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.17616569678710903,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04879533927368129,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.2284241883032223,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.04963838736938442
217,eval:217,Ge2Ru2Dy,5,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.6906783130437004,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.007247164514647686,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2002121951848137,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.007245734003173077,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,9.206931784418213,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.007246687677489483,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.4756304767399895,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.006919100549803936
218,eval:218,S2KLa,4,3,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.03071107522094696,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.029663463984374694,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1564644779309079,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.17847146645629852,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.030741115961913756,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.03045453682983368,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,8.611250301752928,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.029629608546142272
219,eval:219,B4Fe8Rb4,16,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.9543140078955084,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.6719415332250982,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.2459542895727544,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.6165435458593755,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.8234756137304693,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.6914003039770513,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.627251401083985,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.6039507533483892
220,eval:220,NaSe2Sm,4,3,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03874174638549821,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.06154934449951188,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14883724733154313,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.06154934449951188,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.05253759904663102,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.015327611406250163,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0333840040759279,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.061526933153076335
221,eval:221,O6Sr2AgOs,10,4,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08793065069917105,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07515475271943473,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.16622540472749137,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07536932944062613,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.19339844702485465,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.007391424167188632,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.43738553045991324,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07517430304292105
222,eval:222,O8Na4V4,16,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.6839436848876961,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.22481768925170975,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.07086842854004,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.15367787678222733,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.2345008214233406,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14237445194702225,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.21793406803588944,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1647500355957039
223,eval:223,Ni3Ge,4,2,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.6022122289611813,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.04232481975097624,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.6022127057983395,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.042435445971679364,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.6022122289611813,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.04232529658813444,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.11776141185302702,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.04227713603515593
224,eval:224,Al8Cu4Ho,13,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.5867057941650389,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.00941456334838886,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.19997035486450176,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.008993992974853704,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08923255426635723,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.01788960916748028,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.12176667673339825,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.018508543798827937
225,eval:225,Mg2Ag4,6,2,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.00920932915384931,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.020512038733317084,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1941603961246745,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0208043399112956,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.004452878500773139,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.0067085566776530214,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06422846939737958,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0058125796573893496
226,eval:226,Si2Ti2Sr,5,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.49409009935854264,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.20055534365175554,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.19760276796816179,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.20102121355532,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.5011000824212868,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.20034172060488054,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.3651952934503395,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.20008136751650163
227,eval:227,O12KSr2Sb3Ba2,20,5,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,8.049317705793705,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0864328028396022,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.890354502363528,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.060620653791750634,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.711237538023318,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.060269701643313134,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.163277971906985
228,eval:228,Nd2Hg6,8,2,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,7.1099610839660645,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.02284829958038337,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.07966094358520515,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.02275543554382331,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08118777616577155,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.022753051358032295,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.08033018453674323,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.023256829815673896
229,eval:229,O12Ca2Sr4Tl2,20,4,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.3788999509817055,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14824189662989884,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,6.623673338890641,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1170629453664711,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.3496369314199379,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.12685098171290665,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.47482957363185196,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1596492719655922
230,eval:230,Li6AlAs2In,10,4,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11519639237243684,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.23423115952331575,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.12911169274169954,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07248608811218293,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.13112799866516145,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.12242023690063508,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.5395240042956546,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1043867324145511
231,eval:231,O6FeCuBaW,10,5,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.3032041158557117,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2034073438525379,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.25351005457641484,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.255545672404784,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.24593788050414922,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.20279556177856328,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.22332578562499883,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.3249478902697742
232,eval:232,Ga3Pd3Au3,9,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.1636858871775306,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0854957989054359,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.6093636444407142,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.06013044627482067,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.0768767288523353,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07818016322428356,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,6.354737847168986,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07538685115152965
233,eval:233,ZnTm2Ir,4,3,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.014710099851076741,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.026670606290285725,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.14224878088135018,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.026668698941652913,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.14224878088135018,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.026669175778811116,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.5375606133093287,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0266820503820826
234,eval:234,Y6Ir2,8,2,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,5.211900495274659,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03100039838134805,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.018634103520508205,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03215005276977578,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,8.251462720616455,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.027443193181152736,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,5.197181962712403,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.03203942654907266
235,eval:235,CNZr2,4,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2048099049096681,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0243737705712892,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.20320010266357436,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.024372816896972793,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.20312285504394545,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.024372816896972793,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.6249368198876954,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.024146796083984512
236,eval:236,Na2Br6Th,9,3,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.07444840467637803,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.00628548658555772,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.372720299131334,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0060651878184678765,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.020916281110704205,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.005480585462510845,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.34002786672776963,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.003026781446397564
237,eval:237,O8Ti2Tb2,12,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.5797228455623333,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.21902796030842708,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.6295990586360638,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.17448374033772396,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.37479826212727474,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1614422440608685,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.279839956768388,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.4362082123836224
238,eval:238,Mg3In3Nd3,9,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,4.752418230178359,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.0017153722071672206,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,7.484808633925917,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09107632458448656,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,7.6824810010218645,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.001192043426039291,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.3925623399043108,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.09184498608351
239,eval:239,Nd4Pt8,12,2,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,5.274320571489665,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.022936790056559353,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,4.320998399324748,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06023165471110037,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.11726042515787771,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.023049800463053494,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1433062244132488
